"year"	"month"	"day"	"site"	"habitat"	"area"	"common_name"	"count"
2002	8	22	"D"	"pool"	12.0727141412314	"Slender Madtom"	0
2002	8	22	"D"	"pool"	11.7294037529135	"Southern Redbelly Dace"	0
2002	8	22	"D"	"pool"	15.9284018953367	"Suckermouth Minnows"	0
2002	8	22	"D"	"pool"	9.69611070807432	"Water Nymph Crayfish"	0
2002	8	22	"D"	"pool"	11.9046174662514	"Western Mosquitofish"	0
2002	8	22	"D"	"pool"	15.3000472348603	"White Sucker"	0
2002	11	14	"A"	"pool"	20.2847848676903	"Bluegill"	0
2002	11	14	"A"	"pool"	21.6666077497166	"Bluntnose Minnow"	2
2002	11	14	"A"	"pool"	19.5448476076307	"Carmine Shiner"	0
2002	11	14	"A"	"pool"	18.1503457744392	"Central Stoneroller"	77
2002	11	14	"A"	"pool"	17.8850450753926	"Common Shiner"	0
2002	11	14	"A"	"pool"	17.4894127534553	"Creek Chub"	14
2002	11	14	"A"	"pool"	16.693573885988	"Fathead Minnow"	0
2002	11	14	"A"	"pool"	16.7250265729083	"Green Sunfish"	0
2002	11	14	"A"	"pool"	20.9390797322967	"Johnny Darter"	1
2002	11	14	"A"	"pool"	15.7875674227277	"Longear Sunfish"	0
2002	11	14	"A"	"pool"	17.3714944780599	"Orangespotted Sunfish"	0
2002	11	14	"A"	"pool"	18.5968540427784	"Orangethroated Darter"	10
2002	11	14	"A"	"pool"	20.6494642784077	"Red Shiner"	1
2002	11	14	"A"	"pool"	20.3070712009087	"Ringed Crayfish"	0
2002	11	14	"A"	"pool"	16.9009918476705	"Sand Shiner"	0
2002	11	14	"A"	"pool"	17.4213163171873	"Slender Madtom"	0
2002	11	14	"A"	"pool"	17.9140539336189	"Southern Redbelly Dace"	83
2002	11	14	"A"	"pool"	15.3656935261512	"Suckermouth Minnows"	0
2002	11	14	"A"	"pool"	16.5534992840697	"Water Nymph Crayfish"	0
2002	11	14	"A"	"pool"	19.5994038388028	"Western Mosquitofish"	0
2002	11	14	"A"	"pool"	20.7813592797383	"White Sucker"	5
2002	11	14	"A"	"riffle"	10.6858747100068	"Bluegill"	0
2002	11	14	"A"	"riffle"	11.8459853893717	"Bluntnose Minnow"	0
2002	11	14	"A"	"riffle"	7.09615323433037	"Carmine Shiner"	0
2002	11	14	"A"	"riffle"	12.282394322962	"Central Stoneroller"	9
2002	11	14	"A"	"riffle"	12.7025567218674	"Common Shiner"	0
2002	11	14	"A"	"riffle"	13.3470964460742	"Creek Chub"	4
2002	11	14	"A"	"riffle"	8.62361673385856	"Fathead Minnow"	0
2002	11	14	"A"	"riffle"	9.75584284659561	"Green Sunfish"	0
2002	11	14	"A"	"riffle"	8.17150344176103	"Johnny Darter"	0
2002	11	14	"A"	"riffle"	10.3487537658994	"Longear Sunfish"	0
2002	11	14	"A"	"riffle"	7.40878576525773	"Orangespotted Sunfish"	0
2002	11	14	"A"	"riffle"	13.4938791799637	"Orangethroated Darter"	7
2002	11	14	"A"	"riffle"	12.4739482605727	"Red Shiner"	0
2002	11	14	"A"	"riffle"	12.6110456130291	"Ringed Crayfish"	0
2002	11	14	"A"	"riffle"	9.65600657000514	"Sand Shiner"	0
2002	11	14	"A"	"riffle"	9.46431843481974	"Slender Madtom"	0
2002	11	14	"A"	"riffle"	8.16739249697402	"Southern Redbelly Dace"	2
2002	11	14	"A"	"riffle"	8.93723875969	"Suckermouth Minnows"	0
2002	11	14	"A"	"riffle"	15.3970512498295	"Water Nymph Crayfish"	0
2002	11	14	"A"	"riffle"	10.0701655787349	"Western Mosquitofish"	0
2002	11	14	"A"	"riffle"	6.6815263550979	"White Sucker"	0
2002	11	17	"C"	"pool"	8.34199350683859	"Bluegill"	0
2002	11	17	"C"	"pool"	7.17957041589496	"Bluntnose Minnow"	0
2002	11	17	"C"	"pool"	7.56438179878572	"Carmine Shiner"	0
2002	11	17	"C"	"pool"	9.57736958621306	"Central Stoneroller"	36
2002	11	17	"C"	"pool"	10.8165998398059	"Common Shiner"	0
2002	11	17	"C"	"pool"	9.21208060543251	"Creek Chub"	0
2002	11	17	"C"	"pool"	8.56198161134858	"Fathead Minnow"	0
2002	11	17	"C"	"pool"	10.2053181182335	"Green Sunfish"	0
2002	11	17	"C"	"pool"	8.3769324227851	"Johnny Darter"	0
2002	11	17	"C"	"pool"	9.04865642157728	"Longear Sunfish"	0
2002	11	17	"C"	"pool"	5.7342389630472	"Orangespotted Sunfish"	0
2002	11	17	"C"	"pool"	7.07712987386374	"Orangethroated Darter"	22
2002	11	17	"C"	"pool"	9.89298681977942	"Red Shiner"	0
2002	11	17	"C"	"pool"	5.11118494716588	"Ringed Crayfish"	0
2002	11	17	"C"	"pool"	8.42563529256875	"Sand Shiner"	0
2002	11	17	"C"	"pool"	9.34658022185133	"Slender Madtom"	0
2002	11	17	"C"	"pool"	4.52620522969148	"Southern Redbelly Dace"	56
2002	11	17	"C"	"pool"	13.1474473995083	"Suckermouth Minnows"	0
2002	11	17	"C"	"pool"	7.40594269094578	"Water Nymph Crayfish"	0
2002	11	17	"C"	"pool"	9.05600068957023	"Western Mosquitofish"	0
2002	11	17	"C"	"pool"	8.76849676881006	"White Sucker"	0
2003	2	19	"A"	"riffle"	10.2430533920501	"Bluegill"	0
2003	2	19	"A"	"riffle"	8.90787720601161	"Bluntnose Minnow"	0
2003	2	19	"A"	"riffle"	7.02987648049876	"Carmine Shiner"	0
2003	2	19	"A"	"riffle"	4.83339384537208	"Central Stoneroller"	0
2003	2	19	"A"	"riffle"	9.77959328313168	"Common Shiner"	0
2003	2	19	"A"	"riffle"	7.60032485639726	"Creek Chub"	1
2003	2	19	"A"	"riffle"	11.237299240907	"Fathead Minnow"	0
2003	2	19	"A"	"riffle"	12.2546725597418	"Green Sunfish"	0
2003	2	19	"A"	"riffle"	8.99370900250033	"Johnny Darter"	0
2003	2	19	"A"	"riffle"	11.6852882416506	"Longear Sunfish"	0
2003	2	19	"A"	"riffle"	7.33942278070742	"Orangespotted Sunfish"	0
2003	2	19	"A"	"riffle"	8.93356695343615	"Orangethroated Darter"	1
2003	2	19	"A"	"riffle"	10.0018373109905	"Red Shiner"	0
2003	2	19	"A"	"riffle"	7.48380797527934	"Ringed Crayfish"	0
2003	2	19	"A"	"riffle"	8.07027651846228	"Sand Shiner"	0
2003	2	19	"A"	"riffle"	8.69940262691432	"Slender Madtom"	0
2003	2	19	"A"	"riffle"	9.67115789012764	"Southern Redbelly Dace"	0
2003	2	19	"A"	"riffle"	13.2219620293268	"Suckermouth Minnows"	0
2003	2	19	"A"	"riffle"	9.73251182041959	"Water Nymph Crayfish"	0
2003	2	19	"A"	"riffle"	11.3723974191917	"Western Mosquitofish"	0
2003	2	19	"A"	"riffle"	8.48466585014339	"White Sucker"	0
2003	2	20	"C"	"pool"	7.17159548614506	"Bluegill"	0
2003	2	20	"C"	"pool"	12.2835642117717	"Bluntnose Minnow"	0
2003	2	20	"C"	"pool"	7.8319504694298	"Carmine Shiner"	0
2003	2	20	"C"	"pool"	8.39437890491012	"Central Stoneroller"	43
2003	2	20	"C"	"pool"	8.22772898362721	"Common Shiner"	0
2003	2	20	"C"	"pool"	7.19365769335034	"Creek Chub"	1
2003	2	20	"C"	"pool"	8.09325924190324	"Fathead Minnow"	0
2003	2	20	"C"	"pool"	5.51659240573079	"Green Sunfish"	0
2003	2	20	"C"	"pool"	9.08966386903751	"Johnny Darter"	0
2003	2	20	"C"	"pool"	11.0743908610053	"Longear Sunfish"	0
2003	2	20	"C"	"pool"	6.5035568381292	"Orangespotted Sunfish"	0
2003	2	20	"C"	"pool"	8.1584356324018	"Orangethroated Darter"	15
2003	2	20	"C"	"pool"	9.09241085725453	"Red Shiner"	0
2003	2	20	"C"	"pool"	5.73753508454387	"Ringed Crayfish"	0
2003	2	20	"C"	"pool"	6.33751089884455	"Sand Shiner"	0
2003	2	20	"C"	"pool"	11.2569500927938	"Slender Madtom"	0
2003	2	20	"C"	"pool"	10.3033414070336	"Southern Redbelly Dace"	98
2003	2	20	"C"	"pool"	12.7861866762471	"Suckermouth Minnows"	0
2003	2	20	"C"	"pool"	8.94662051786159	"Water Nymph Crayfish"	0
2003	2	20	"C"	"pool"	8.11979088154088	"Western Mosquitofish"	0
2003	2	20	"C"	"pool"	9.47906285747495	"White Sucker"	0
2003	5	22	"A"	"pool"	17.8393565053677	"Bluegill"	0
2003	5	22	"A"	"pool"	16.6760007952822	"Bluntnose Minnow"	0
2003	5	22	"A"	"pool"	18.3595373209041	"Carmine Shiner"	0
2003	5	22	"A"	"pool"	20.9737278306359	"Central Stoneroller"	39
2003	5	22	"A"	"pool"	15.6221658410428	"Common Shiner"	0
2003	5	22	"A"	"pool"	16.3364071170086	"Creek Chub"	23
2003	5	22	"A"	"pool"	19.795036888977	"Fathead Minnow"	0
2003	5	22	"A"	"pool"	17.7484133698121	"Green Sunfish"	0
2003	5	22	"A"	"pool"	21.3583575005152	"Johnny Darter"	0
2003	5	22	"A"	"pool"	15.9459813083366	"Longear Sunfish"	0
2003	5	22	"A"	"pool"	18.1626547001247	"Orangespotted Sunfish"	0
2003	5	22	"A"	"pool"	20.3085008847296	"Orangethroated Darter"	2
2003	5	22	"A"	"pool"	20.2341367694473	"Red Shiner"	2
2003	5	22	"A"	"pool"	16.3389199869994	"Ringed Crayfish"	0
2003	5	22	"A"	"pool"	18.9753511922364	"Sand Shiner"	0
2003	5	22	"A"	"pool"	20.250456063015	"Slender Madtom"	0
2003	5	22	"A"	"pool"	19.6798572753846	"Southern Redbelly Dace"	91
2003	5	22	"A"	"pool"	19.3076879987995	"Suckermouth Minnows"	0
2003	5	22	"A"	"pool"	19.6456081928655	"Water Nymph Crayfish"	0
2003	5	22	"A"	"pool"	19.0109720414323	"Western Mosquitofish"	0
2003	5	22	"A"	"pool"	22.7878716670529	"White Sucker"	3
2003	5	22	"A"	"riffle"	10.811587320508	"Bluegill"	0
2003	5	22	"A"	"riffle"	10.9591719399794	"Bluntnose Minnow"	0
2003	5	22	"A"	"riffle"	8.27282106245429	"Carmine Shiner"	0
2003	5	22	"A"	"riffle"	12.8146203500637	"Central Stoneroller"	0
2003	5	22	"A"	"riffle"	8.75622225648462	"Common Shiner"	0
2003	5	22	"A"	"riffle"	10.4731477084262	"Creek Chub"	0
2003	5	22	"A"	"riffle"	10.3721595842219	"Fathead Minnow"	0
2003	5	22	"A"	"riffle"	13.2871471611694	"Green Sunfish"	0
2003	5	22	"A"	"riffle"	9.40713951907971	"Johnny Darter"	0
2003	5	22	"A"	"riffle"	6.52746141476123	"Longear Sunfish"	0
2003	5	22	"A"	"riffle"	10.7716589159329	"Orangespotted Sunfish"	0
2003	5	22	"A"	"riffle"	11.4106014051479	"Orangethroated Darter"	13
2003	5	22	"A"	"riffle"	7.31747580424551	"Red Shiner"	0
2003	5	22	"A"	"riffle"	10.6440094775193	"Ringed Crayfish"	0
2003	5	22	"A"	"riffle"	12.5732479587113	"Sand Shiner"	0
2003	5	22	"A"	"riffle"	11.9872478397868	"Slender Madtom"	0
2003	5	22	"A"	"riffle"	14.1078810559819	"Southern Redbelly Dace"	2
2003	5	22	"A"	"riffle"	9.11071245105255	"Suckermouth Minnows"	0
2003	5	22	"A"	"riffle"	11.6958188677883	"Water Nymph Crayfish"	0
2003	5	22	"A"	"riffle"	9.60239829272948	"Western Mosquitofish"	0
2003	5	22	"A"	"riffle"	10.235967100098	"White Sucker"	0
2003	5	22	"C"	"pool"	10.9100730204258	"Bluegill"	0
2003	5	22	"C"	"pool"	8.62384384241963	"Bluntnose Minnow"	0
2003	5	22	"C"	"pool"	8.94051668381499	"Carmine Shiner"	0
2003	5	22	"C"	"pool"	9.54692581385565	"Central Stoneroller"	3
2003	5	22	"C"	"pool"	8.10161658179283	"Common Shiner"	0
2003	5	22	"C"	"pool"	11.3627788077039	"Creek Chub"	0
2003	5	22	"C"	"pool"	10.4396856702903	"Fathead Minnow"	0
2003	5	22	"C"	"pool"	9.96256129239045	"Green Sunfish"	0
2003	5	22	"C"	"pool"	11.7151298245239	"Johnny Darter"	0
2003	5	22	"C"	"pool"	8.69755612338527	"Longear Sunfish"	0
2003	5	22	"C"	"pool"	8.42153728081884	"Orangespotted Sunfish"	0
2003	5	22	"C"	"pool"	6.92514986375902	"Orangethroated Darter"	0
2003	5	22	"C"	"pool"	10.5659015012897	"Red Shiner"	0
2003	5	22	"C"	"pool"	7.03054295555909	"Ringed Crayfish"	0
2003	5	22	"C"	"pool"	12.7044765949485	"Sand Shiner"	0
2003	5	22	"C"	"pool"	9.17626812012853	"Slender Madtom"	0
2003	5	22	"C"	"pool"	10.0123808021162	"Southern Redbelly Dace"	16
2003	5	22	"C"	"pool"	10.322658707352	"Suckermouth Minnows"	0
2003	5	22	"C"	"pool"	13.0477041007276	"Water Nymph Crayfish"	0
2003	5	22	"C"	"pool"	7.59378669425586	"Western Mosquitofish"	0
2003	5	22	"C"	"pool"	14.2869313664202	"White Sucker"	0
2003	5	22	"D"	"pool"	13.2836554279395	"Bluegill"	0
2003	5	22	"D"	"pool"	10.8241433633959	"Bluntnose Minnow"	0
2003	5	22	"D"	"pool"	12.2698538088289	"Carmine Shiner"	0
2003	5	22	"D"	"pool"	13.5614317554293	"Central Stoneroller"	2
2003	5	22	"D"	"pool"	13.3407936750396	"Common Shiner"	0
2003	5	22	"D"	"pool"	11.6963954407047	"Creek Chub"	0
2003	5	22	"D"	"pool"	11.6373121269317	"Fathead Minnow"	0
2003	5	22	"D"	"pool"	11.5710582598903	"Green Sunfish"	0
2003	5	22	"D"	"pool"	12.6946117501513	"Johnny Darter"	0
2003	5	22	"D"	"pool"	12.4157427100077	"Longear Sunfish"	0
2003	5	22	"D"	"pool"	14.5562960354222	"Orangespotted Sunfish"	0
2003	5	22	"D"	"pool"	13.028627914232	"Orangethroated Darter"	0
2003	5	22	"D"	"pool"	11.3417398459818	"Red Shiner"	0
2003	5	22	"D"	"pool"	12.9704700604212	"Ringed Crayfish"	0
2003	5	22	"D"	"pool"	14.3495222072083	"Sand Shiner"	0
2003	5	22	"D"	"pool"	14.3441633867517	"Slender Madtom"	0
2003	5	22	"D"	"pool"	10.5304205581636	"Southern Redbelly Dace"	22
2003	5	22	"D"	"pool"	12.4933837789558	"Suckermouth Minnows"	0
2003	5	22	"D"	"pool"	10.9045954176182	"Water Nymph Crayfish"	0
2003	5	22	"D"	"pool"	15.1198914768028	"Western Mosquitofish"	0
2003	5	22	"D"	"pool"	12.4150950252254	"White Sucker"	0
2003	8	11	"C"	"pool"	9.12315759219621	"Bluegill"	0
2003	8	11	"C"	"pool"	9.94468036910453	"Bluntnose Minnow"	0
2003	8	11	"C"	"pool"	8.77482020982072	"Carmine Shiner"	0
2003	8	11	"C"	"pool"	6.47562177577312	"Central Stoneroller"	9
2003	8	11	"C"	"pool"	7.51784001639794	"Common Shiner"	0
2003	8	11	"C"	"pool"	8.25813080732126	"Creek Chub"	0
2003	8	11	"C"	"pool"	8.7347403273886	"Fathead Minnow"	0
2003	8	11	"C"	"pool"	7.71852279765655	"Green Sunfish"	0
2003	8	11	"C"	"pool"	9.35749544766854	"Johnny Darter"	0
2003	8	11	"C"	"pool"	10.9406473375335	"Longear Sunfish"	0
2003	8	11	"C"	"pool"	6.96112728656602	"Orangespotted Sunfish"	0
2003	8	11	"C"	"pool"	7.50007155996224	"Orangethroated Darter"	3
2003	8	11	"C"	"pool"	8.80573445347094	"Red Shiner"	0
2003	8	11	"C"	"pool"	5.45411716101185	"Ringed Crayfish"	0
2003	8	11	"C"	"pool"	7.21893042914768	"Sand Shiner"	0
2003	8	11	"C"	"pool"	9.55302588028491	"Slender Madtom"	0
2003	8	11	"C"	"pool"	6.38717565312806	"Southern Redbelly Dace"	63
2003	8	11	"C"	"pool"	7.52446318574422	"Suckermouth Minnows"	0
2003	8	11	"C"	"pool"	6.05280163429536	"Water Nymph Crayfish"	0
2003	8	11	"C"	"pool"	10.9308073082373	"Western Mosquitofish"	0
2003	8	11	"C"	"pool"	7.38272590841492	"White Sucker"	0
2003	8	12	"A"	"pool"	16.8856261643054	"Bluegill"	0
2003	8	12	"A"	"pool"	19.5484951350977	"Bluntnose Minnow"	0
2003	8	12	"A"	"pool"	18.0007204568143	"Carmine Shiner"	0
2003	8	12	"A"	"pool"	16.0390458151517	"Central Stoneroller"	21
2003	8	12	"A"	"pool"	18.8511289639802	"Common Shiner"	0
2003	8	12	"A"	"pool"	19.4335995360221	"Creek Chub"	8
2003	8	12	"A"	"pool"	20.8589091938858	"Fathead Minnow"	0
2003	8	12	"A"	"pool"	16.130550573833	"Green Sunfish"	0
2003	8	12	"A"	"pool"	20.4696176240011	"Johnny Darter"	0
2003	8	12	"A"	"pool"	18.6228610102049	"Longear Sunfish"	0
2003	8	12	"A"	"pool"	15.6892885735302	"Orangespotted Sunfish"	2
2003	8	12	"A"	"pool"	19.8287359814309	"Orangethroated Darter"	9
2003	8	12	"A"	"pool"	18.6339464978737	"Red Shiner"	0
2003	8	12	"A"	"pool"	19.4520881220529	"Ringed Crayfish"	0
2003	8	12	"A"	"pool"	19.0775849833175	"Sand Shiner"	0
2003	8	12	"A"	"pool"	18.8591059222645	"Slender Madtom"	1
2003	8	12	"A"	"pool"	19.4250708049546	"Southern Redbelly Dace"	59
2003	8	12	"A"	"pool"	19.1816365575499	"Suckermouth Minnows"	0
2003	8	12	"A"	"pool"	18.1236695609621	"Water Nymph Crayfish"	0
2003	8	12	"A"	"pool"	16.9279351357044	"Western Mosquitofish"	0
2003	8	12	"A"	"pool"	14.1233450829547	"White Sucker"	1
2003	8	12	"A"	"riffle"	8.85668978182731	"Bluegill"	0
2003	8	12	"A"	"riffle"	11.7073176448485	"Bluntnose Minnow"	0
2003	8	12	"A"	"riffle"	10.8956969409718	"Carmine Shiner"	0
2003	8	12	"A"	"riffle"	9.11212858690777	"Central Stoneroller"	41
2003	8	12	"A"	"riffle"	12.1648864980855	"Common Shiner"	0
2003	8	12	"A"	"riffle"	7.58097383138137	"Creek Chub"	0
2003	8	12	"A"	"riffle"	10.2166521357382	"Fathead Minnow"	0
2003	8	12	"A"	"riffle"	13.2307942603757	"Green Sunfish"	0
2003	8	12	"A"	"riffle"	10.3284015394146	"Johnny Darter"	0
2003	8	12	"A"	"riffle"	9.10897664703413	"Longear Sunfish"	0
2003	8	12	"A"	"riffle"	11.0345457211942	"Orangespotted Sunfish"	0
2003	8	12	"A"	"riffle"	10.8698145110507	"Orangethroated Darter"	6
2003	8	12	"A"	"riffle"	10.7913416889338	"Red Shiner"	2
2003	8	12	"A"	"riffle"	8.29614122503058	"Ringed Crayfish"	0
2003	8	12	"A"	"riffle"	11.1109675108269	"Sand Shiner"	0
2003	8	12	"A"	"riffle"	11.8856571776352	"Slender Madtom"	0
2003	8	12	"A"	"riffle"	10.1715003679724	"Southern Redbelly Dace"	35
2003	8	12	"A"	"riffle"	10.0459935382032	"Suckermouth Minnows"	0
2003	8	12	"A"	"riffle"	9.46109919589924	"Water Nymph Crayfish"	0
2003	8	12	"A"	"riffle"	11.2412230970906	"Western Mosquitofish"	0
2003	8	12	"A"	"riffle"	10.756069886166	"White Sucker"	0
2003	8	13	"D"	"pool"	13.405660092072	"Bluegill"	0
2003	8	13	"D"	"pool"	14.3789137973113	"Bluntnose Minnow"	0
2003	8	13	"D"	"pool"	12.4178848690769	"Carmine Shiner"	0
2003	8	13	"D"	"pool"	12.0250997257316	"Central Stoneroller"	34
2003	8	13	"D"	"pool"	13.641394417666	"Common Shiner"	0
2003	8	13	"D"	"pool"	14.0035437820551	"Creek Chub"	0
2003	8	13	"D"	"pool"	11.329823468266	"Fathead Minnow"	0
2003	8	13	"D"	"pool"	13.2280880602043	"Green Sunfish"	0
2003	8	13	"D"	"pool"	14.6709759396479	"Johnny Darter"	0
2003	8	13	"D"	"pool"	11.9538031370406	"Longear Sunfish"	0
2003	8	13	"D"	"pool"	13.686214509004	"Orangespotted Sunfish"	0
2003	8	13	"D"	"pool"	11.6521628829715	"Orangethroated Darter"	0
2003	8	13	"D"	"pool"	12.1829146131341	"Red Shiner"	0
2003	8	13	"D"	"pool"	16.1046564251438	"Ringed Crayfish"	0
2003	8	13	"D"	"pool"	11.0797637509799	"Sand Shiner"	0
2003	8	13	"D"	"pool"	10.6584796592528	"Slender Madtom"	0
2003	8	13	"D"	"pool"	9.98565568440763	"Southern Redbelly Dace"	0
2003	8	13	"D"	"pool"	15.6043047091653	"Suckermouth Minnows"	0
2003	8	13	"D"	"pool"	13.8956124351171	"Water Nymph Crayfish"	0
2003	8	13	"D"	"pool"	9.60557845558707	"Western Mosquitofish"	0
2003	8	13	"D"	"pool"	16.488666336467	"White Sucker"	0
2003	11	2	"C"	"pool"	6.56158088758297	"Bluegill"	0
2003	11	2	"C"	"pool"	4.64548447394686	"Bluntnose Minnow"	0
2003	11	2	"C"	"pool"	10.2064649836211	"Carmine Shiner"	0
2003	11	2	"C"	"pool"	11.1340889997661	"Central Stoneroller"	16
2003	11	2	"C"	"pool"	6.86167678016799	"Common Shiner"	0
2003	11	2	"C"	"pool"	7.71477602031892	"Creek Chub"	0
2003	11	2	"C"	"pool"	8.68003650946899	"Fathead Minnow"	0
2003	11	2	"C"	"pool"	12.3726647445147	"Green Sunfish"	0
2003	11	2	"C"	"pool"	8.62562828894997	"Johnny Darter"	0
2003	11	2	"C"	"pool"	9.96592529360546	"Longear Sunfish"	0
2003	11	2	"C"	"pool"	7.92898455363529	"Orangespotted Sunfish"	0
2003	11	2	"C"	"pool"	9.00478936225175	"Orangethroated Darter"	5
2003	11	2	"C"	"pool"	11.5044561033514	"Red Shiner"	0
2003	11	2	"C"	"pool"	10.0711814635553	"Ringed Crayfish"	0
2003	11	2	"C"	"pool"	8.18997558462548	"Sand Shiner"	0
2003	11	2	"C"	"pool"	9.61728873388487	"Slender Madtom"	0
2003	11	2	"C"	"pool"	7.68937552340403	"Southern Redbelly Dace"	74
2003	11	2	"C"	"pool"	7.42233327891662	"Suckermouth Minnows"	0
2003	11	2	"C"	"pool"	6.49359239117763	"Water Nymph Crayfish"	0
2003	11	2	"C"	"pool"	6.1722833037013	"Western Mosquitofish"	0
2003	11	2	"C"	"pool"	11.6516523155512	"White Sucker"	0
2003	11	2	"D"	"pool"	14.2449260791599	"Bluegill"	0
2003	11	2	"D"	"pool"	10.1864856833489	"Bluntnose Minnow"	0
2003	11	2	"D"	"pool"	12.0706125177772	"Carmine Shiner"	0
2003	11	2	"D"	"pool"	11.6774374362494	"Central Stoneroller"	2
2003	11	2	"D"	"pool"	18.1562845733937	"Common Shiner"	0
2003	11	2	"D"	"pool"	9.83354318021884	"Creek Chub"	0
2003	11	2	"D"	"pool"	11.9256127212085	"Fathead Minnow"	0
2003	11	2	"D"	"pool"	13.0151340631057	"Green Sunfish"	0
2003	11	2	"D"	"pool"	13.1806939488945	"Johnny Darter"	0
2003	11	2	"D"	"pool"	9.23373815160392	"Longear Sunfish"	0
2003	11	2	"D"	"pool"	13.8010835924694	"Orangespotted Sunfish"	0
2003	11	2	"D"	"pool"	13.6849681579975	"Orangethroated Darter"	0
2003	11	2	"D"	"pool"	13.7237799681341	"Red Shiner"	0
2003	11	2	"D"	"pool"	14.3932869576099	"Ringed Crayfish"	0
2003	11	2	"D"	"pool"	13.0063739775655	"Sand Shiner"	0
2003	11	2	"D"	"pool"	9.97709623933524	"Slender Madtom"	0
2003	11	2	"D"	"pool"	12.4285804814294	"Southern Redbelly Dace"	0
2003	11	2	"D"	"pool"	13.5476692668475	"Suckermouth Minnows"	0
2003	11	2	"D"	"pool"	11.0715784846381	"Water Nymph Crayfish"	0
2003	11	2	"D"	"pool"	9.24944744130484	"Western Mosquitofish"	0
2003	11	2	"D"	"pool"	11.7107506573255	"White Sucker"	0
2003	11	19	"A"	"pool"	18.8679544416349	"Bluegill"	0
2003	11	19	"A"	"pool"	21.9000499226548	"Bluntnose Minnow"	1
2003	11	19	"A"	"pool"	20.5031777712856	"Carmine Shiner"	0
2003	11	19	"A"	"pool"	17.3671134238368	"Central Stoneroller"	7
2003	11	19	"A"	"pool"	15.0322402874867	"Common Shiner"	0
2003	11	19	"A"	"pool"	17.2689283574043	"Creek Chub"	6
2003	11	19	"A"	"pool"	19.2754966284747	"Fathead Minnow"	0
2003	11	19	"A"	"pool"	16.1703473632656	"Green Sunfish"	0
2003	11	19	"A"	"pool"	19.383718693483	"Johnny Darter"	4
2003	11	19	"A"	"pool"	19.5512603174811	"Longear Sunfish"	0
2003	11	19	"A"	"pool"	19.2391092300511	"Orangespotted Sunfish"	0
2003	11	19	"A"	"pool"	17.6227353073807	"Orangethroated Darter"	11
2003	11	19	"A"	"pool"	19.4997808227575	"Red Shiner"	0
2003	11	19	"A"	"pool"	16.9486437032471	"Ringed Crayfish"	0
2003	11	19	"A"	"pool"	17.5639992369701	"Sand Shiner"	0
2003	11	19	"A"	"pool"	19.8914974715326	"Slender Madtom"	1
2003	11	19	"A"	"pool"	18.7279095356296	"Southern Redbelly Dace"	60
2003	11	19	"A"	"pool"	18.0002594858137	"Suckermouth Minnows"	0
2003	11	19	"A"	"pool"	15.7688296951656	"Water Nymph Crayfish"	0
2003	11	19	"A"	"pool"	17.6131548249313	"Western Mosquitofish"	0
2003	11	19	"A"	"pool"	21.4028715306419	"White Sucker"	3
2003	11	19	"A"	"riffle"	12.9442816224909	"Bluegill"	0
2003	11	19	"A"	"riffle"	10.9175346553529	"Bluntnose Minnow"	0
2003	11	19	"A"	"riffle"	7.03154190765864	"Carmine Shiner"	0
2003	11	19	"A"	"riffle"	10.4674637852577	"Central Stoneroller"	0
2003	11	19	"A"	"riffle"	11.4484008200536	"Common Shiner"	0
2003	11	19	"A"	"riffle"	8.82373689378657	"Creek Chub"	0
2003	11	19	"A"	"riffle"	9.0748206866536	"Fathead Minnow"	0
2003	11	19	"A"	"riffle"	9.79642131686869	"Green Sunfish"	0
2003	11	19	"A"	"riffle"	9.3313722569929	"Johnny Darter"	0
2003	11	19	"A"	"riffle"	10.2905174911315	"Longear Sunfish"	0
2003	11	19	"A"	"riffle"	11.4673085767491	"Orangespotted Sunfish"	0
2003	11	19	"A"	"riffle"	9.2401309823717	"Orangethroated Darter"	16
2003	11	19	"A"	"riffle"	10.573157603096	"Red Shiner"	0
2003	11	19	"A"	"riffle"	7.39973116456747	"Ringed Crayfish"	0
2003	11	19	"A"	"riffle"	12.2835778573477	"Sand Shiner"	0
2003	11	19	"A"	"riffle"	11.3608526047118	"Slender Madtom"	0
2003	11	19	"A"	"riffle"	11.1970962854691	"Southern Redbelly Dace"	1
2003	11	19	"A"	"riffle"	9.90585559027473	"Suckermouth Minnows"	0
2003	11	19	"A"	"riffle"	9.61816275035444	"Water Nymph Crayfish"	0
2003	11	19	"A"	"riffle"	13.445416297533	"Western Mosquitofish"	0
2003	11	19	"A"	"riffle"	9.22620136489032	"White Sucker"	0
2004	3	22	"A"	"pool"	14.5427953862269	"Bluegill"	0
2004	3	22	"A"	"pool"	19.9687991279201	"Bluntnose Minnow"	1
2004	3	22	"A"	"pool"	18.1703945571969	"Carmine Shiner"	0
2004	3	22	"A"	"pool"	18.5208186736394	"Central Stoneroller"	33
2004	3	22	"A"	"pool"	20.3646379021592	"Common Shiner"	0
2004	3	22	"A"	"pool"	15.768105241264	"Creek Chub"	9
2004	3	22	"A"	"pool"	18.3792913824662	"Fathead Minnow"	0
2004	3	22	"A"	"pool"	17.1024902693193	"Green Sunfish"	0
2004	3	22	"A"	"pool"	17.2439229028856	"Johnny Darter"	7
2004	3	22	"A"	"pool"	20.6510241821991	"Longear Sunfish"	0
2004	3	22	"A"	"pool"	17.5952888474596	"Orangespotted Sunfish"	0
2004	3	22	"A"	"pool"	20.9585602059402	"Orangethroated Darter"	5
